,ID,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,TARGET,CODE_GENDER_M
13053,5139933,1,189000.0,-2501,1,0,1,0,1,1
13054,5139934,1,189000.0,-2501,1,0,1,0,1,1
13055,5037069,0,135000.0,365243,1,0,0,0,1,0
13063,5037070,0,216000.0,365243,1,0,1,0,1,0
13074,5037078,1,135000.0,365243,1,0,0,0,1,1
13081,5037080,2,225000.0,-370,1,0,0,1,0,0
13099,5037088,0,81000.0,365243,1,0,0,0,0,0
13111,5146171,2,180000.0,-3019,1,0,0,0,1,0
13112,5146172,2,180000.0,-3019,1,0,0,0,0,0
13113,5146173,2,180000.0,-3019,1,0,0,0,1,0
13114,5146174,2,180000.0,-3019,1,0,0,0,1,0
13115,5146175,2,180000.0,-3019,1,0,0,0,1,0
13116,5146176,2,180000.0,-3019,1,0,0,0,1,0
13117,5037091,0,157500.0,-5819,1,0,0,0,0,1
13119,5037096,0,126000.0,-2104,1,0,0,0,1,0
13120,5140119,0,126000.0,-2104,1,0,0,0,0,0
13121,5140120,0,126000.0,-2104,1,0,0,0,0,0
13123,5140122,0,126000.0,-2104,1,0,0,0,0,0
13124,5140123,0,126000.0,-2104,1,0,0,0,1,0
13126,5140125,0,126000.0,-2104,1,0,0,0,1,0
13127,5140126,0,126000.0,-2104,1,0,0,0,0,0
13128,5140127,0,126000.0,-2104,1,0,0,0,0,0
13129,5140128,0,126000.0,-2104,1,0,0,0,0,0
13130,5037101,2,270000.0,-219,1,0,0,0,1,1
13148,5037103,0,193500.0,-7280,1,0,0,0,0,0
13149,5037105,0,193500.0,-7280,1,0,0,0,1,0
13150,5145900,0,193500.0,-7280,1,0,0,0,1,0
13152,5145904,0,193500.0,-7280,1,0,0,0,1,0
13153,5145905,0,193500.0,-7280,1,0,0,0,1,0
13154,5145906,0,193500.0,-7280,1,0,0,0,1,0
13155,5145907,0,193500.0,-7280,1,0,0,0,0,0
13156,5145908,0,193500.0,-7280,1,0,0,0,1,0
13157,5037107,1,405000.0,-2593,1,1,0,0,1,0
13159,5145912,1,405000.0,-2593,1,1,0,0,1,0
13160,5037109,0,202500.0,-3596,1,0,0,0,1,1
13161,5146179,0,202500.0,-3596,1,0,0,0,1,1
13163,5146182,0,202500.0,-3596,1,0,0,0,1,1
13164,5146186,0,202500.0,-3596,1,0,0,0,1,1
13165,5146187,0,202500.0,-3596,1,0,0,0,1,1
13166,5037113,1,225000.0,-858,1,0,1,0,1,1
13179,5037120,0,180000.0,365243,1,0,1,0,1,0
13181,5139455,0,180000.0,365243,1,0,1,0,1,0
13184,5139461,0,180000.0,365243,1,0,1,0,1,0
13185,5139465,0,180000.0,365243,1,0,1,0,1,0
13186,5139466,0,180000.0,365243,1,0,1,0,1,0
13188,5139963,1,157500.0,-1193,1,1,1,0,1,1
13189,5139964,1,157500.0,-1193,1,1,1,0,1,1
13190,5139965,1,157500.0,-1193,1,1,1,0,1,1
13191,5139966,1,157500.0,-1193,1,1,1,0,0,1
13192,5037124,1,67500.0,-1009,1,1,0,0,1,0
13193,5139972,1,67500.0,-1009,1,1,0,0,0,0
13194,5139973,1,67500.0,-1009,1,1,0,0,1,0
13195,5139975,1,67500.0,-1009,1,1,0,0,1,0
13196,5139976,1,67500.0,-1009,1,1,0,0,1,0
13197,5037125,0,180000.0,-2227,1,0,1,0,1,1
13213,5037134,0,144000.0,-4449,1,0,0,0,0,0
13215,5037137,0,144000.0,-4449,1,0,0,0,0,0
13222,5037138,0,238500.0,-4967,1,0,1,0,1,0
13227,5037142,0,117000.0,365243,1,0,1,0,0,0
13228,5037143,0,117000.0,365243,1,0,1,0,0,0
13237,5037149,1,112500.0,-3353,1,1,1,0,1,0
13241,5146454,0,135000.0,-1801,1,0,0,0,1,0
13242,5146455,0,135000.0,-1801,1,0,0,0,1,0
13243,5146456,0,135000.0,-1801,1,0,0,0,1,0
13244,5146457,0,135000.0,-1801,1,0,0,0,1,0
13245,5146458,0,135000.0,-1801,1,0,0,0,1,0
13246,5146459,0,135000.0,-1801,1,0,0,0,1,0
13248,5146461,0,135000.0,-1801,1,0,0,0,1,0
13249,5037153,1,225000.0,-3993,1,0,0,0,1,0
13253,5146510,1,225000.0,-3993,1,0,0,0,1,0
13255,5146512,1,225000.0,-3993,1,0,0,0,1,0
13256,5146513,1,225000.0,-3993,1,0,0,0,1,0
13257,5146514,1,225000.0,-3993,1,0,0,0,1,0
13258,5146516,1,225000.0,-3993,1,0,0,0,1,0
13261,5146521,1,225000.0,-3993,1,0,0,0,1,0
13264,5146524,1,225000.0,-3993,1,0,0,0,1,0
13266,5146526,1,225000.0,-3993,1,0,0,0,1,0
13267,5146527,1,225000.0,-3993,1,0,0,0,0,0
13268,5146528,1,225000.0,-3993,1,0,0,0,0,0
13269,5037156,0,360000.0,-2441,1,1,0,0,1,1
13280,5037157,0,157500.0,365243,1,0,1,0,1,0
13282,5139322,0,157500.0,365243,1,0,1,0,1,0
13283,5139323,0,157500.0,365243,1,0,1,0,1,0
13284,5139324,0,157500.0,365243,1,0,1,0,0,0
13285,5139327,0,157500.0,365243,1,0,1,0,1,0
13286,5139328,0,157500.0,365243,1,0,1,0,1,0
13287,5037159,0,270000.0,-3050,1,0,1,1,1,0
13288,5139497,0,270000.0,-3050,1,0,1,1,1,0
13289,5139498,0,270000.0,-3050,1,0,1,1,1,0
13291,5139500,0,270000.0,-3050,1,0,1,1,1,0
13292,5139501,0,270000.0,-3050,1,0,1,1,1,0
13293,5139502,0,270000.0,-3050,1,0,1,1,1,0
13294,5139503,0,270000.0,-3050,1,0,1,1,1,0
13295,5139504,0,270000.0,-3050,1,0,1,1,1,0
13297,5139506,0,270000.0,-3050,1,0,1,1,1,0
13298,5139507,0,270000.0,-3050,1,0,1,1,0,0
13299,5139508,0,270000.0,-3050,1,0,1,1,1,0
13300,5037161,1,171000.0,-6122,1,0,0,0,1,1
13301,5037163,1,171000.0,-6122,1,0,0,0,1,1
13306,5037165,0,90000.0,365243,1,0,1,0,1,0
13308,5037169,0,135000.0,365243,1,0,0,0,1,1
13309,5037170,0,162000.0,-3476,1,0,0,0,1,0
13319,5037172,0,180000.0,-4814,1,0,0,0,1,0
13328,5145943,1,337500.0,-431,1,0,0,0,1,0
13329,5145944,1,337500.0,-431,1,0,0,0,0,0
13330,5145945,1,337500.0,-431,1,0,0,0,0,0
13331,5145946,1,337500.0,-431,1,0,0,0,0,0
13333,5145948,1,337500.0,-431,1,0,0,0,1,0
13336,5145951,1,337500.0,-431,1,0,0,0,1,0
13337,5145952,1,337500.0,-431,1,0,0,0,1,0
13338,5037179,0,180000.0,-1254,1,0,0,0,1,0
13339,5037180,0,180000.0,-1254,1,0,0,0,1,0
13340,5037181,0,180000.0,-1254,1,0,0,0,1,0
13341,5146596,0,180000.0,-1254,1,0,0,0,1,0
13342,5146597,0,180000.0,-1254,1,0,0,0,1,0
13343,5146598,0,180000.0,-1254,1,0,0,0,1,0
13344,5146599,0,180000.0,-1254,1,0,0,0,1,0
13345,5146601,0,180000.0,-1254,1,0,0,0,1,0
13357,5037186,0,157500.0,365243,1,0,0,0,0,0
13359,5139735,0,157500.0,365243,1,0,0,0,1,0
13360,5037187,0,405000.0,-2076,1,1,0,0,1,0
13361,5139986,0,405000.0,-2076,1,1,0,0,1,0
13365,5140162,1,166500.0,-2593,1,1,1,0,0,0
13366,5140163,1,166500.0,-2593,1,1,1,0,1,0
13368,5150180,0,112500.0,365243,1,0,0,0,1,0
13369,5150181,0,112500.0,365243,1,0,0,0,1,0
13370,5150182,0,112500.0,365243,1,0,0,0,1,0
13371,5037193,0,225000.0,-297,1,0,0,0,0,1
13374,5037195,0,90000.0,365243,1,0,0,0,1,0
13377,5037197,0,112500.0,365243,1,0,1,0,0,0
13397,5037200,0,99000.0,-135,1,0,1,0,1,0
13401,5037201,0,243000.0,365243,1,0,0,1,1,0
13403,5037202,1,112500.0,-420,1,0,0,0,0,0
13408,5037203,0,382500.0,-1942,1,0,0,1,1,0
13409,5037205,3,180000.0,-1838,1,1,1,0,1,1
13410,5037207,3,180000.0,-1838,1,1,1,0,1,1
13411,5037208,3,180000.0,-1838,1,1,1,0,0,1
13417,5037209,2,135000.0,-987,1,1,1,0,1,0
13419,5037212,0,292500.0,-2368,1,0,0,0,1,1
13435,5037217,0,225000.0,365243,1,0,0,0,0,0
13441,5037218,1,135000.0,-803,1,0,0,0,1,0
13447,5037220,0,166500.0,-2276,1,0,0,0,1,1
13450,5037222,2,180000.0,-3464,1,0,0,0,0,0
13455,5037223,1,270000.0,-1028,1,1,1,0,0,1
13461,5037225,0,247500.0,-377,1,0,0,0,0,0
13477,5037227,0,157500.0,-238,1,0,0,0,1,0
13478,5037228,0,157500.0,-238,1,0,0,0,1,0
13480,5037229,0,364500.0,-1028,1,0,0,0,1,0
13481,5037230,0,364500.0,-1028,1,0,0,0,0,0
13485,5037231,0,76500.0,-11061,1,0,1,0,0,0
13486,5037232,0,76500.0,-11061,1,0,1,0,0,0
13494,5037234,0,153000.0,-1626,1,0,1,0,1,0
13495,5037235,0,153000.0,-1626,1,0,1,0,1,0
13498,5037238,2,225000.0,-2977,1,0,0,0,1,1
13499,5037239,2,225000.0,-2977,1,0,0,0,1,1
13530,5037243,0,121500.0,365243,1,0,0,0,0,0
13536,5037245,0,180000.0,365243,1,0,0,0,1,0
13543,5037247,2,112500.0,-926,1,0,0,0,0,1
13556,5037250,0,112500.0,-3634,1,0,1,0,1,1
13561,5037251,0,121500.0,365243,1,0,0,0,1,0
13572,5037253,0,157500.0,-226,1,0,0,0,1,0
13578,5037254,0,166500.0,-450,1,0,0,1,1,1
13588,5037257,0,157500.0,-2661,1,0,0,0,1,0
13599,5037259,1,135000.0,-420,1,0,0,0,1,0
13604,5037261,0,135000.0,-450,1,0,0,0,1,0
13612,5037264,1,135000.0,-6659,1,0,0,0,1,0
13622,5037265,2,247500.0,-1090,1,0,0,0,0,0
13634,5037266,0,225000.0,-1322,1,0,0,0,0,1
13640,5037268,0,112500.0,-773,1,0,0,0,1,0
13647,5037269,0,90000.0,365243,1,0,0,0,1,0
13649,5037270,0,337500.0,-208,1,0,1,0,0,0
13652,5037273,0,180000.0,-712,1,0,0,0,0,0
13664,5037279,0,202500.0,365243,1,0,0,0,1,0
13671,5037281,0,103500.0,365243,1,0,0,0,1,1
13672,5037283,0,103500.0,365243,1,0,0,0,1,1
13675,5037284,1,202500.0,-3160,1,0,0,0,1,0
13676,5037286,1,202500.0,-3160,1,0,0,0,0,0
13680,5037287,0,270000.0,-2387,1,0,0,0,1,1
13681,5037288,0,270000.0,-2387,1,0,0,0,1,1
13689,5037290,0,112500.0,365243,1,0,0,0,1,0
13716,5037292,2,270000.0,-3860,1,1,0,0,1,0
13717,5037293,2,270000.0,-3860,1,1,0,0,1,0
13729,5037296,0,265500.0,-5564,1,0,0,0,1,0
13736,5037298,1,180000.0,-2448,1,1,0,0,1,0
13746,5037299,0,90000.0,-987,1,0,0,0,0,1
13752,5037301,0,135000.0,-4821,1,1,1,0,1,0
13753,5037302,0,135000.0,-4821,1,1,1,0,1,0
13758,5037303,0,270000.0,-987,1,1,1,0,1,1
13766,5037304,0,90000.0,-1626,1,0,0,0,1,1
13770,5037305,0,661500.0,-3422,1,0,0,0,1,0
13781,5037306,0,162000.0,365243,1,0,0,0,1,0
13782,5037307,0,162000.0,365243,1,0,0,0,0,0
13793,5038504,2,216000.0,-2207,1,0,1,0,0,0
13794,5038505,0,103500.0,-4583,1,0,0,0,1,0
13795,5038506,0,103500.0,-4583,1,0,0,0,1,0
13799,5038511,0,103500.0,-4583,1,0,0,0,1,0
13801,5038513,0,103500.0,-4583,1,0,0,0,1,0
13802,5038514,0,103500.0,-4583,1,0,0,0,0,0
13803,5038516,0,103500.0,-4583,1,0,0,0,1,0
13804,5038517,0,103500.0,-4583,1,0,0,0,1,0
13805,5038518,0,103500.0,-4583,1,0,0,0,1,0
13806,5038519,0,103500.0,-4583,1,0,0,0,0,0
13807,5038521,0,135000.0,365243,1,0,0,0,0,0
13811,5038526,1,112500.0,-1234,1,0,0,0,1,1
13812,5038528,0,135000.0,365243,1,0,0,0,1,0
13813,5038530,0,135000.0,365243,1,0,0,0,1,0
13814,5038531,0,135000.0,365243,1,0,0,0,1,0
13816,5038533,2,202500.0,-1326,1,0,0,0,0,1
13818,5038535,0,112500.0,-3030,1,1,0,0,1,0
13819,5038537,0,135000.0,-4187,1,0,0,0,0,0
13820,5038538,0,135000.0,-4187,1,0,0,0,0,0
13821,5038540,0,135000.0,-4187,1,0,0,0,1,0
13825,5038542,0,225000.0,-1143,1,0,0,0,1,1
13828,5038545,0,225000.0,-1143,1,0,0,0,1,1
13830,5038547,0,225000.0,-1143,1,0,0,0,1,1
13831,5038548,0,225000.0,-1143,1,0,0,0,1,1
13832,5038549,0,225000.0,-1143,1,0,0,0,1,1
13833,5038550,0,225000.0,-1143,1,0,0,0,1,1
13834,5038553,2,180000.0,-1173,1,0,0,0,0,1
13836,5038555,2,180000.0,-1173,1,0,0,0,1,1
13837,5038556,2,180000.0,-1173,1,0,0,0,1,1
13838,5038557,2,180000.0,-1173,1,0,0,0,0,1
13840,5038562,1,112500.0,-868,1,0,0,0,1,0
13842,5038564,0,202500.0,-230,1,0,1,0,1,1
13843,5038568,0,202500.0,-230,1,0,1,0,0,1
13844,5038569,0,202500.0,-230,1,0,1,0,0,1
13845,5038570,0,202500.0,-230,1,0,1,0,0,1
13846,5038571,0,112500.0,365243,1,0,0,0,1,0
13848,5038573,0,112500.0,365243,1,0,0,0,1,0
13852,5038579,0,112500.0,365243,1,0,0,0,1,0
13853,5038580,0,112500.0,365243,1,0,0,0,1,0
13854,5038582,0,112500.0,365243,1,0,0,0,1,0
13855,5038583,0,112500.0,365243,1,0,0,0,1,0
13858,5038586,2,202500.0,-230,1,0,0,1,1,0
13859,5038587,2,202500.0,-230,1,0,0,1,1,0
13860,5038588,0,135000.0,-3303,1,0,0,0,1,1
13861,5038589,1,54000.0,-322,1,0,0,0,1,0
13862,5038591,1,54000.0,-322,1,0,0,0,1,0
13863,5038592,1,54000.0,-322,1,0,0,0,1,0
13864,5038593,1,54000.0,-322,1,0,0,0,1,0
13867,5038594,0,180000.0,-1143,1,0,0,0,1,1
13868,5038596,0,202500.0,-1691,1,0,0,0,1,1
13870,5038598,0,202500.0,-1691,1,0,0,0,1,1
13873,5038601,0,202500.0,-1691,1,0,0,0,1,1
13876,5038604,2,180000.0,-3578,1,0,0,0,1,0
13881,5038609,2,180000.0,-3578,1,0,0,0,1,0
13885,5038611,1,112500.0,-3272,1,0,0,0,1,0
13887,5038613,1,112500.0,-3272,1,0,0,0,1,0
13889,5038615,1,112500.0,-3272,1,0,0,0,0,0
13890,5038616,1,112500.0,-3272,1,0,0,0,0,0
13891,5038619,0,103500.0,365243,1,0,0,0,1,0
13894,5038623,0,103500.0,365243,1,0,0,0,1,0
13895,5038624,0,103500.0,365243,1,0,0,0,0,0
13896,5038625,0,103500.0,365243,1,0,0,0,1,0
13897,5038626,0,202500.0,-5982,1,0,0,0,1,0
13898,5038627,0,202500.0,-5982,1,0,0,0,1,0
13899,5038628,0,202500.0,-5982,1,0,0,0,1,0
13901,5038630,0,202500.0,-5982,1,0,0,0,1,0
13903,5038631,0,135000.0,365243,1,0,1,0,0,0
13904,5038632,0,135000.0,365243,1,0,1,0,1,0
13905,5038634,0,135000.0,365243,1,0,1,0,1,0
13906,5038637,0,135000.0,365243,1,0,1,0,1,0
13911,5038642,0,135000.0,365243,1,0,1,0,1,0
13912,5038643,0,135000.0,365243,1,0,1,0,0,0
13914,5038644,0,135000.0,-381,1,0,0,0,1,0
13915,5038646,0,135000.0,-381,1,0,0,0,1,0
13916,5038647,0,135000.0,-381,1,0,0,0,1,0
13917,5038648,0,135000.0,-381,1,0,0,0,1,0
13918,5038649,0,135000.0,-381,1,0,0,0,1,0
13919,5038651,0,67500.0,365243,1,0,1,1,1,0
13920,5038652,3,112500.0,-5404,1,0,0,0,1,0
13921,5038653,3,112500.0,-5404,1,0,0,0,1,0
13922,5038654,3,112500.0,-5404,1,0,0,0,1,0
13924,5038655,0,54000.0,365243,1,0,0,0,1,1
13926,5038657,0,112500.0,-2148,1,0,0,0,1,0
13927,5038658,1,225000.0,-1081,1,0,1,0,1,1
13928,5038659,1,225000.0,-1081,1,0,1,0,1,1
13929,5038660,1,225000.0,-1081,1,0,1,0,1,1
13930,5038661,1,225000.0,-1081,1,0,1,0,1,1
13932,5038663,1,225000.0,-1081,1,0,1,0,1,1
13935,5038666,1,225000.0,-1081,1,0,1,0,0,1
13936,5038667,1,225000.0,-1081,1,0,1,0,1,1
13937,5038668,1,225000.0,-1081,1,0,1,0,1,1
13938,5038669,1,225000.0,-1081,1,0,1,0,0,1
13939,5038670,1,225000.0,-1081,1,0,1,0,1,1
13940,5038671,1,225000.0,-1081,1,0,1,0,0,1
13943,5038673,0,67500.0,-1081,1,1,1,0,1,0
13944,5038674,0,67500.0,-1081,1,1,1,0,1,0
13945,5038675,0,67500.0,-1081,1,1,1,0,1,0
13946,5038677,0,67500.0,-1081,1,1,1,0,1,0
13947,5038678,0,67500.0,-1081,1,1,1,0,1,0
13952,5038683,0,180000.0,365243,1,0,0,0,0,0
13953,5038685,0,180000.0,365243,1,0,0,0,0,0
13955,5038688,0,240750.0,-7778,1,0,0,0,1,0
13958,5038691,0,240750.0,-7778,1,0,0,0,1,0
13960,5038693,0,135000.0,365243,1,0,0,0,0,0
13961,5038700,0,90000.0,-1021,1,0,0,0,1,0
13962,5038706,0,247500.0,-687,1,0,0,0,0,0
13963,5038707,0,247500.0,-687,1,0,0,0,1,0
13964,5038708,0,247500.0,-687,1,0,0,0,0,0
13966,5038709,1,337500.0,-4491,1,0,0,1,0,1
13967,5038710,1,337500.0,-4491,1,0,0,1,0,1
13968,5038711,0,238500.0,-14536,1,0,0,0,1,0
13969,5038712,0,238500.0,-14536,1,0,0,0,1,0
13970,5038713,0,238500.0,-14536,1,0,0,0,1,0
13971,5038714,0,238500.0,-14536,1,0,0,0,0,0
13973,5038715,0,193500.0,-1143,1,1,0,0,1,1
13974,5038716,0,193500.0,-1143,1,1,0,0,1,1
13975,5038717,0,193500.0,-1143,1,1,0,0,0,1
13976,5038718,1,270000.0,365243,1,0,0,0,1,1
13977,5038719,1,270000.0,365243,1,0,0,0,1,1
13978,5038720,1,270000.0,365243,1,0,0,0,1,1
13979,5038721,1,270000.0,365243,1,0,0,0,1,1
13980,5038722,1,270000.0,365243,1,0,0,0,0,1
13981,5038723,1,270000.0,365243,1,0,0,0,1,1
13982,5038724,0,225000.0,-3060,1,0,0,0,0,0
13983,5038727,0,184500.0,-169,1,0,0,0,0,1
13984,5038728,0,184500.0,-169,1,0,0,0,1,1
13987,5038731,0,184500.0,-169,1,0,0,0,1,1
13989,5038733,0,184500.0,-169,1,0,0,0,0,1
13990,5038734,0,121500.0,365243,1,0,0,0,0,0
13991,5038735,0,121500.0,365243,1,0,0,0,0,0
13994,5038738,0,121500.0,365243,1,0,0,0,1,0
13997,5038741,0,135000.0,-169,1,0,0,0,0,1
14001,5038745,2,157500.0,-626,1,0,0,0,0,1
14004,5038748,2,157500.0,-626,1,0,0,0,1,1
14005,5038749,2,157500.0,-626,1,0,0,0,0,1
14006,5038750,2,157500.0,-626,1,0,0,0,1,1
14008,5038754,2,157500.0,-626,1,0,0,0,1,1
14009,5038755,2,157500.0,-626,1,0,0,0,0,1
14010,5038757,2,157500.0,-626,1,0,0,0,0,1
14011,5038758,2,157500.0,-626,1,0,0,0,0,1
14013,5038759,1,112500.0,-5221,1,0,0,0,0,0
14014,5038760,1,112500.0,-5221,1,0,0,0,1,0
14015,5038763,1,112500.0,-5221,1,0,0,0,1,0
14016,5038764,1,112500.0,-5221,1,0,0,0,1,0
14017,5038765,1,112500.0,-5221,1,0,0,0,1,0
14019,5038768,1,112500.0,-5221,1,0,0,0,1,0
14020,5038769,1,112500.0,-5221,1,0,0,0,1,0
14021,5038770,1,112500.0,-5221,1,0,0,0,1,0
14023,5038772,1,112500.0,-5221,1,0,0,0,1,0
14024,5038773,1,112500.0,-5221,1,0,0,0,0,0
14028,5038775,0,81000.0,-6712,1,0,0,0,1,0
14029,5038776,0,81000.0,-6712,1,0,0,0,1,0
14030,5038777,0,81000.0,-6712,1,0,0,0,1,0
14031,5038778,0,81000.0,-6712,1,0,0,0,1,0
14032,5038779,0,81000.0,-6712,1,0,0,0,1,0
14034,5038780,2,94500.0,-1873,1,0,0,0,1,0
14035,5038781,2,94500.0,-1873,1,0,0,0,0,0
14036,5038782,0,157500.0,-1326,1,0,0,0,1,1
14037,5038783,0,157500.0,-1326,1,0,0,0,1,1
14039,5038785,0,157500.0,-1326,1,0,0,0,1,1
14040,5038786,0,157500.0,-1326,1,0,0,0,0,1
14042,5038788,0,157500.0,365243,1,0,0,0,1,0
14043,5038789,0,157500.0,365243,1,0,0,0,1,0
14044,5038791,0,157500.0,365243,1,0,0,0,1,0
14045,5038792,0,157500.0,365243,1,0,0,0,1,0
14046,5038793,0,157500.0,365243,1,0,0,0,1,0
14047,5038794,0,157500.0,365243,1,0,0,0,1,0
14048,5038795,0,157500.0,365243,1,0,0,0,1,0
14049,5038800,0,202500.0,-5374,1,0,0,1,1,1
14050,5038803,0,202500.0,-5374,1,0,0,1,1,1
14051,5038804,0,202500.0,-5374,1,0,0,1,0,1
14052,5038807,0,202500.0,-5374,1,0,0,1,1,1
14054,5038809,0,180000.0,-473,1,1,1,0,0,1
14055,5038810,0,180000.0,-473,1,1,1,0,1,1
14056,5038811,0,180000.0,-473,1,1,1,0,0,1
14059,5038813,0,247500.0,-746,1,0,0,0,1,0
14060,5038814,0,247500.0,-746,1,0,0,0,0,0
14061,5038815,0,247500.0,-746,1,0,0,0,0,0
14062,5038817,0,247500.0,-746,1,0,0,0,0,0
14063,5038818,0,247500.0,-746,1,0,0,0,1,0
14064,5038819,0,247500.0,-746,1,0,0,0,0,0
14065,5038821,0,225000.0,365243,1,0,0,0,1,1
14066,5038822,0,225000.0,365243,1,0,0,0,0,1
14067,5038823,0,225000.0,365243,1,0,0,0,0,1
14070,5038826,1,202500.0,-595,1,0,0,1,1,1
14071,5038827,0,135000.0,365243,1,0,0,0,0,1
14074,5038830,0,90000.0,-1296,1,0,0,0,1,1
14075,5038831,0,90000.0,-1296,1,0,0,0,1,1
14076,5038832,0,90000.0,-1296,1,0,0,0,1,1
14079,5038837,0,90000.0,-1296,1,0,0,0,0,1
14080,5038838,0,90000.0,-1296,1,0,0,0,0,1
14081,5038839,0,90000.0,-1296,1,0,0,0,1,1
14082,5038840,0,90000.0,-1296,1,0,0,0,1,1
14085,5038844,0,103500.0,-1569,1,1,1,0,1,0
14087,5038846,0,103500.0,-1569,1,1,1,0,1,0
14088,5038847,0,103500.0,-1569,1,1,1,0,1,0
14089,5038848,0,103500.0,-1569,1,1,1,0,1,0
14090,5038849,0,103500.0,-1569,1,1,1,0,0,0
14092,5038852,0,90000.0,365243,1,0,0,0,1,0
14096,5038856,0,90000.0,365243,1,0,0,0,1,0
14098,5038858,0,90000.0,365243,1,0,0,0,1,0
14100,5038860,0,90000.0,365243,1,0,0,0,1,0
14101,5038861,0,90000.0,365243,1,0,0,0,1,0
14103,5038863,1,270000.0,-1630,1,0,1,0,1,1
14104,5038864,1,270000.0,-1630,1,0,1,0,1,1
14105,5038865,1,270000.0,-1630,1,0,1,0,0,1
14107,5038867,1,270000.0,-1630,1,0,1,0,1,1
14109,5038869,1,270000.0,-1630,1,0,1,0,1,1
14113,5038872,0,157500.0,-656,1,0,0,0,1,0
14114,5038873,0,157500.0,-656,1,0,0,0,1,0
14116,5038875,0,157500.0,-656,1,0,0,0,1,0
14117,5038876,0,157500.0,-656,1,0,0,0,1,0
14118,5038877,0,202500.0,-1995,1,0,0,0,1,0
14121,5038882,0,112500.0,-473,1,1,0,0,1,1
14126,5038887,0,135000.0,365243,1,0,1,0,1,0
14129,5038890,0,135000.0,365243,1,0,1,0,1,0
14132,5038894,0,135000.0,365243,1,0,1,0,1,0
14135,5038897,0,135000.0,365243,1,0,1,0,1,0
14137,5038899,0,135000.0,365243,1,0,1,0,1,0
14138,5038900,0,135000.0,365243,1,0,1,0,1,0
14144,5038909,1,135000.0,-2421,1,0,0,0,1,0
14146,5038911,1,135000.0,-2421,1,0,0,0,1,0
14149,5038917,1,135000.0,-2421,1,0,0,0,1,0
14150,5038918,1,135000.0,-2421,1,0,0,0,1,0
14151,5038919,1,135000.0,-2421,1,0,0,0,1,0
14152,5038920,1,135000.0,-2421,1,0,0,0,1,0
14155,5038925,1,135000.0,-2268,1,0,0,0,1,0
14157,5038927,0,54000.0,365243,1,0,0,0,1,0
14159,5038929,0,54000.0,365243,1,0,0,0,0,0
14160,5038930,0,54000.0,365243,1,0,0,0,1,0
14161,5038932,0,94500.0,-6317,1,0,1,0,1,0
14162,5038933,0,94500.0,-6317,1,0,1,0,1,0
14163,5038937,0,225000.0,-4886,1,1,1,0,1,0
14164,5038938,0,225000.0,-4886,1,1,1,0,1,0
14165,5038939,0,225000.0,-4886,1,1,1,0,1,0
14171,5041055,0,225000.0,365243,1,0,0,0,1,0
14173,5041057,1,135000.0,-1557,1,0,0,0,1,0
14174,5041058,1,135000.0,-1557,1,0,0,0,1,0
14175,5041059,1,135000.0,-1557,1,0,0,0,0,0
14176,5041060,1,135000.0,-1557,1,0,0,0,1,0
14184,5041068,0,103500.0,-2134,1,0,0,0,1,0
14185,5041069,0,103500.0,-2134,1,0,0,0,0,0
14187,5041070,0,54000.0,365243,1,0,1,0,1,0
14188,5041071,0,112500.0,-1526,1,0,0,0,0,0
14189,5041072,0,112500.0,-1526,1,0,0,0,1,0
14190,5041076,3,112500.0,-3079,1,0,0,0,0,0
14191,5041077,3,112500.0,-3079,1,0,0,0,1,0
14192,5041081,3,112500.0,-3079,1,0,0,0,1,0
14195,5041086,0,189000.0,-339,1,0,1,0,1,1
14196,5041089,0,189000.0,-339,1,0,1,0,1,1
14197,5041090,0,189000.0,-339,1,0,1,0,1,1
14199,5041099,0,202500.0,365243,1,0,0,0,1,0
14201,5041101,0,202500.0,365243,1,0,0,0,1,0
14202,5041102,0,202500.0,365243,1,0,0,0,1,0
14205,5041105,0,202500.0,365243,1,0,0,0,1,0
14206,5041106,0,202500.0,365243,1,0,0,0,1,0
14208,5041107,0,117000.0,365243,1,0,0,0,1,0
14209,5041108,0,117000.0,365243,1,0,0,0,1,0
14210,5041109,0,117000.0,365243,1,0,0,0,1,0
14211,5041110,0,117000.0,365243,1,0,0,0,0,0
14213,5041111,0,405000.0,-3383,1,1,1,0,0,1
14217,5041115,0,405000.0,-3383,1,1,1,0,0,1
14219,5041116,0,225000.0,-642,1,0,0,0,1,0
14224,5041124,0,225000.0,-642,1,0,0,0,1,0
14226,5041126,0,225000.0,-642,1,0,0,0,1,0
14227,5041127,0,225000.0,-642,1,0,0,0,1,0
14229,5041129,0,225000.0,-642,1,0,0,0,1,0
14230,5041130,0,225000.0,-642,1,0,0,0,1,0
14231,5041131,0,225000.0,-642,1,0,0,0,1,0
14232,5041132,0,225000.0,-642,1,0,0,0,0,0
14233,5041133,0,225000.0,-642,1,0,0,0,0,0
14235,5041135,0,225000.0,-642,1,0,0,0,1,0
14236,5041136,0,225000.0,-642,1,0,0,0,0,0
14241,5041141,0,157500.0,-795,1,0,0,0,1,0
14242,5041142,0,157500.0,-795,1,0,0,0,1,0
14245,5041147,0,90000.0,365243,1,0,0,0,1,0
14246,5041148,0,90000.0,365243,1,0,0,0,1,0
